1121,0
349,8
312,8
297,5
288,9
283,1
279,2
276,0
273,5
271,5
269,9
268,5
267,2
266,1
265,0
264,1
263,2
262,4
261,7
260,9
260,1
259,4
258,8
258,2
257,5
256,9
256,5
256,1
255,7
255,3
1114,5
339,9
306,8
294,0
286,6
281,6
278,1
275,4
273,4
271,6
270,0
268,5
267,3
266,0
264,9
263,9
263,0
262,1
261,3
260,6
259,9
259,4
258,8
258,3
257,9
257,4
256,8
256,0
255,5
254,9
1108,3
335,7
304,1
290,7
283,1
277,8
274,0
271,0
268,6
266,6
264,9
263,5
262,1
260,9
259,9
259,0
258,1
257,4
256,6
256,0
255,2
254,5
253,9
253,4
252,9
252,5
252,1
251,7
251,3
251,0
1114,3
344,0
308,2
292,6
284,7
279,4
275,2
272,1
269,6
267,7
265,9
264,3
262,9
261,7
260,7
259,8
259,0
258,3
257,4
256,5
255,8
255,2
254,6
254,1
253,7
253,2
252,8
252,4
252,1
251,7
1126,6
351,6
312,5
296,9
288,8
283,6
279,8
276,8
274,2
272,0
270,1
268,5
267,1
265,9
264,9
263,9
263,0
262,2
261,4
260,7
260,0
259,4
258,9
258,3
257,9
257,4
257,0
256,6
256,2
255,8
1116,4
341,8
306,8
292,2
284,3
279,3
275,9
273,2
270,9
268,8
267,1
265,5
264,1
262,9
261,8
260,9
260,0
259,2
258,4
257,8
257,1
256,6
256,1
255,6
255,2
254,7
254,4
254,0
253,6
253,3
1117,1
344,7
311,2
296,4
288,4
282,9
278,9
276,1
273,8
271,8
270,2
268,9
267,7
266,7
265,8
264,9
263,9
263,1
262,3
261,6
261,0
260,3
259,7
259,2
258,7
258,3
257,9
257,4
256,9
256,4
1120,7
340,9
308,8
293,9
285,5
280,2
276,6
273,6
271,0
269,1
267,4
265,9
264,5
263,2
262,1
260,9
260,0
259,2
258,5
257,8
257,1
256,5
255,9
255,5
255,0
254,6
254,2
253,9
253,6
253,2
1109,5
341,7
306,2
291,2
282,7
277,6
274,2
271,5
269,5
267,7
266,1
264,7
263,5
262,3
261,2
260,3
259,4
258,5
257,8
257,2
256,6
256,1
255,6
255,2
254,8
254,4
254,0
253,6
253,3
253,0
1121,7
351,8
312,8
296,6
288,6
283,3
279,4
276,4
274,0
271,9
270,1
268,6
267,4
266,1
264,9
263,7
262,7
261,8
260,9
260,2
259,5
258,9
258,4
257,9
257,5
257,0
256,6
256,1
255,7
255,3
1124,8
346,5
312,3
298,3
290,6
285,0
280,9
277,6
275,1
273,0
271,0
269,6
268,2
267,0
266,0
265,1
264,4
263,6
262,8
262,0
261,4
260,9
260,3
259,8
259,3
258,8
258,4
258,0
257,6
257,3
1121,4
339,4
306,7
292,7
284,9
279,7
276,1
273,3
271,0
269,2
267,6
266,0
264,8
263,7
262,6
261,6
260,8
260,1
259,5
258,8
258,2
257,6
257,1
256,6
256,1
255,6
255,1
254,6
254,3
253,9
1115,0
340,2
307,3
293,3
285,6
280,0
276,0
273,1
270,6
268,7
266,9
265,1
263,5
262,3
261,1
260,2
259,3
258,5
257,7
257,0
256,4
255,8
255,3
254,7
254,3
253,8
253,3
252,9
252,5
252,1
1113,2
347,6
309,2
292,7
284,2
278,7
274,8
271,7
269,4
267,4
265,6
264,2
262,9
261,8
260,7
259,6
258,7
257,9
257,2
256,5
256,0
255,5
255,0
254,5
254,0
253,6
253,2
252,9
252,5
252,2
1112,5
336,8
307,8
295,5
288,5
283,8
280,1
277,1
274,8
272,8
271,1
269,6
268,3
267,1
266,1
265,1
264,2
263,4
262,6
261,9
261,3
260,7
260,1
259,6
259,1
258,7
258,3
257,9
257,5
257,2
1112,5
334,3
303,8
290,7
283,6
278,8
275,3
272,6
270,3
268,3
266,5
264,9
263,5
262,4
261,4
260,4
259,4
258,5
257,7
257,0
256,3
255,7
255,1
254,5
254,1
253,6
253,2
252,9
252,5
252,1
1113,4
340,0
307,1
292,1
283,8
278,4
274,7
271,9
269,6
267,6
265,8
264,1
262,5
261,0
259,7
258,4
257,3
256,4
255,6
254,8
254,0
253,3
252,7
252,1
251,5
251,0
250,5
250,1
249,7
249,3
1117,8
342,0
305,7
291,8
284,1
278,7
275,0
272,0
269,5
267,4
265,6
264,0
262,7
261,5
260,4
259,5
258,6
257,8
257,1
256,4
255,8
255,1
254,6
254,1
253,6
253,2
252,7
252,3
252,0
251,6
1120,6
336,7
306,4
293,6
286,4
281,5
277,8
274,9
272,6
270,6
268,9
267,3
266,0
264,7
263,6
262,6
261,8
260,9
260,1
259,4
258,8
258,2
257,7
257,2
256,8
256,3
255,9
255,5
255,0
254,5
1118,5
341,6
308,8
295,2
287,4
282,2
278,2
274,8
272,2
270,0
268,2
266,5
265,1
263,8
262,6
261,5
260,5
259,6
258,7
257,8
256,9
255,8
254,8
254,1
253,5
253,0
252,5
252,1
251,7
251,4
1118,5
344,0
310,4
296,9
289,2
284,1
279,9
276,3
273,3
271,0
269,4
267,9
266,7
265,5
264,3
263,1
262,0
261,0
260,2
259,4
258,7
258,0
257,4
256,8
256,3
255,8
255,3
254,9
254,5
254,1
1120,2
346,9
309,7
293,7
285,6
280,0
275,9
272,3
269,6
267,5
265,7
264,2
262,8
261,4
260,2
259,2
258,2
257,3
256,5
255,9
255,3
254,7
254,1
253,6
253,1
252,6
252,2
251,7
251,2
250,8
1118,4
340,9
309,5
295,9
288,1
282,3
278,0
274,5
271,7
269,4
267,6
266,0
264,4
263,0
261,8
260,7
259,8
258,9
258,1
257,4
256,8
256,1
255,6
255,1
254,6
254,2
253,7
253,3
252,9
252,5
1122,2
341,1
305,0
290,9
283,4
278,4
274,7
271,8
269,5
267,5
265,8
264,4
263,2
262,2
261,2
260,2
259,4
258,6
257,9
257,3
256,7
256,2
255,7
255,2
254,8
254,3
253,9
253,5
253,1
252,8
1094,8
329,3
300,8
288,5
281,5
276,6
272,8
269,9
267,7
265,9
264,3
262,8
261,5
260,3
259,3
258,3
257,4
256,5
255,6
254,8
254,1
253,5
252,9
252,4
252,0
251,5
251,1
250,7
250,3
250,0
1109,9
342,1
306,3
291,2
283,1
277,8
274,0
270,9
268,6
266,8
265,2
263,9
262,6
261,4
260,3
259,4
258,6
257,8
257,0
256,3
255,7
255,2
254,7
254,2
253,8
253,4
253,0
252,6
